present,p5,ccode,scode,country,polity,persist,bmonth,bday,byear,emonth,eday,eyear,democ,autoc,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp
,0,310,HUN,Hungary,-66,1,11,4,1956,5,27,1957,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,310,HUN,Hungary,-7,31,5,28,1957,5,22,1988,0,7,2,1,4,3,4,1,3,3,1
,0,310,HUN,Hungary,-2,1,5,23,1988,10,23,1989,2,4,2,2,4,3,4,2,7,3,2
,0,310,HUN,Hungary,-88,0,10,24,1989,2,2,1990,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,0,310,HUN,Hungary,10,29,2,3,1990,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,750,IND,India,-88,5,8,15,1947,8,14,1947,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,750,IND,India,5,15,5,13,1952,2,20,1967,5,0,2,2,4,6,2,0,7,6,5
,1,750,IND,India,8,8,2,21,1967,6,25,1975,9,1,3,3,4,7,3,4,8,7,8
,1,750,IND,India,6,2,6,26,1975,3,23,1977,6,0,3,3,4,5,2,3,8,5,7
,1,750,IND,India,8,11,3,24,1977,3,18,1998,8,0,3,3,4,7,2,3,8,7,7
1,1,750,IND,India,9,21,3,19,1998,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,0,850,INS,Indonesia,-5,1,8,17,1945,6,30,1946,0,5,2,1,4,1,1,0,3,1,4
,0,850,INS,Indonesia,2,2,7,1,1946,6,30,1948,4,2,2,1,4,7,1,0,3,7,4
,0,850,INS,Indonesia,3,2,7,1,1948,8,15,1950,5,2,2,1,4,7,2,3,3,7,7
,0,850,INS,Indonesia,0,6,8,16,1950,3,14,1957,3,3,2,1,4,5,3,3,3,5,6
,0,850,INS,Indonesia,-1,2,3,15,1957,7,5,1959,2,3,2,1,4,4,3,3,3,4,6
,0,850,INS,Indonesia,-5,7,7,6,1959,3,12,1966,0,5,2,1,4,3,3,2,3,3,3
,0,850,INS,Indonesia,-6,1,3,13,1966,3,12,1967,0,6,2,1,4,3,4,2,3,3,2
,0,850,INS,Indonesia,-7,31,3,13,1967,5,21,1998,0,7,2,1,4,2,4,2,3,2,2
,0,850,INS,Indonesia,-5,1,5,22,1998,10,20,1999,0,5,2,1,4,3,3,2,3,3,3
,0,850,INS,Indonesia,6,5,10,21,1999,10,19,2004,7,1,2,2,4,6,3,4,7,6,8
,0,850,INS,Indonesia,8,10,10,20,2004,10,19,2014,8,0,3,3,4,6,2,4,8,6,9
1,0,850,INS,Indonesia,9,4,10,20,2014,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,0,205,IRE,Ireland,8,6,12,6,1921,8,11,1927,8,0,3,3,4,7,2,3,8,7,7
,0,205,IRE,Ireland,10,5,8,12,1927,1,2,1933,10,0,3,3,4,7,5,5,8,7,10
,0,205,IRE,Ireland,8,20,1,3,1933,11,28,1952,8,0,3,3,4,7,2,3,8,7,7
1,0,205,IRE,Ireland,10,66,11,29,1952,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,630,IRN,Iran,-10,,1,1,1800,10,7,1906,0,10,3,1,1,1,4,1,1,1,1
,1,630,IRN,Iran,-77,14,10,8,1906,2,21,1921,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,630,IRN,Iran,-88,5,2,22,1921,12,13,1925,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,630,IRN,Iran,-7,9,12,14,1925,3,21,1935,0,7,3,1,1,3,4,2,1,3,2
,1,630,IRN,Iran,-8,6,3,22,1935,9,16,1941,0,8,3,1,1,3,4,1,1,3,1
,1,630,IRN,Iran,-66,4,9,17,1941,3,2,1946,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,1,630,IRN,Iran,4,7,3,3,1946,8,19,1953,5,1,3,2,3,5,3,3,6,5,6
,1,630,IRN,Iran,-10,24,8,20,1953,1,17,1979,0,10,3,1,1,1,4,1,1,1,1
,1,630,IRN,Iran,-77,1,1,18,1979,3,15,1979,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,630,IRN,Iran,-88,3,3,16,1979,12,2,1979,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,630,IRN,Iran,-6,16,12,3,1979,8,3,1997,0,6,2,1,4,3,4,2,3,3,2
,1,630,IRN,Iran,3,6,8,4,1997,1,11,2004,4,1,3,2,3,4,3,3,6,4,6
,1,630,IRN,Iran,-3,0,1,12,2004,5,26,2004,0,3,2,0,0,3,3,2,5,3,3
,1,630,IRN,Iran,-6,5,5,27,2004,6,11,2009,0,6,2,1,4,2,3,2,3,2,3
1,1,630,IRN,Iran,-7,10,6,12,2009,99,99,9999,0,7,2,1,4,2,4,2,3,2,2
,0,645,IRQ,Iraq,-4,12,7,10,1924,10,29,1936,1,5,3,1,2,3,3,3,2,3,6
,0,645,IRQ,Iraq,-3,4,10,30,1936,5,2,1941,1,4,1,0,0,1,3,3,4,1,6
,0,645,IRQ,Iraq,-4,17,5,3,1941,7,14,1958,1,5,3,1,2,3,3,3,2,3,6
,0,645,IRQ,Iraq,-5,10,7,15,1958,7,17,1968,0,5,1,0,0,1,3,2,4,1,3
,0,645,IRQ,Iraq,-7,11,7,18,1968,7,16,1979,0,7,2,0,0,1,4,1,5,1,1
,0,645,IRQ,Iraq,-9,24,7,17,1979,4,9,2003,0,9,2,1,4,1,4,1,3,1,1
,0,645,IRQ,Iraq,-77,0,4,10,2003,5,21,2003,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,645,IRQ,Iraq,-66,7,5,22,2003,8,19,2010,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,645,IRQ,Iraq,-88,0,8,20,2010,12,20,2010,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,645,IRQ,Iraq,3,4,12,21,2010,9,7,2014,4,1,2,2,4,4,3,3,7,4,6
1,0,645,IRQ,Iraq,6,4,9,8,2014,99,99,9999,6,0,2,2,4,6,2,3,7,6,7
,0,666,ISR,Israel,10,19,5,14,1948,6,4,1967,10,0,3,3,4,7,5,5,8,7,10
,0,666,ISR,Israel,9,14,6,5,1967,10,31,1981,9,0,3,3,4,7,2,4,8,7,9
1,0,666,ISR,Israel,6,37,11,1,1981,99,99,9999,7,1,2,2,4,7,3,3,7,7,10
,0,325,ITA,Italy,-4,39,3,17,1861,7,29,1900,1,5,3,1,2,3,3,3,2,7,6
,0,325,ITA,Italy,-1,22,7,30,1900,10,31,1922,3,4,3,1,2,5,3,3,2,5,6
,0,325,ITA,Italy,-88,5,11,1,1922,5,12,1928,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,325,ITA,Italy,-9,15,5,13,1928,9,15,1943,0,9,2,1,4,1,4,1,3,1,1
,0,325,ITA,Italy,-77,2,9,16,1943,4,28,1945,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,325,ITA,Italy,-88,3,4,29,1945,12,31,1947,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,0,325,ITA,Italy,10,71,1,1,1948,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,437,IVO,Cote D'Ivoire,-9,30,8,7,1960,5,30,1990,0,9,2,1,4,1,4,1,3,1,1
,1,437,IVO,Cote D'Ivoire,-7,4,5,31,1990,12,8,1993,0,7,2,1,4,2,4,2,3,2,2
,1,437,IVO,Cote D'Ivoire,-6,5,12,9,1993,12,24,1999,0,6,2,1,4,3,4,2,3,3,2
,1,437,IVO,Cote D'Ivoire,-1,1,12,25,1999,10,25,2000,1,2,2,0,0,3,3,3,5,3,6
,1,437,IVO,Cote D'Ivoire,4,2,10,26,2000,9,19,2002,5,1,2,2,4,5,3,3,7,5,6
,1,437,IVO,Cote D'Ivoire,-77,5,9,20,2002,4,6,2007,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,437,IVO,Cote D'Ivoire,-88,4,4,7,2007,12,3,2010,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,437,IVO,Cote D'Ivoire,-77,0,12,4,2010,5,20,2011,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1,1,437,IVO,Cote D'Ivoire,4,8,5,21,2011,99,99,9999,5,1,2,2,4,5,3,3,7,5,6
,0,51,JAM,Jamaica,10,34,7,4,1959,4,14,1993,10,0,3,3,4,7,5,5,8,7,10
1,0,51,JAM,Jamaica,9,26,4,15,1993,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,1,663,JOR,Jordan,-9,6,5,25,1946,1,7,1952,0,9,3,1,1,1,4,2,1,1,2
,1,663,JOR,Jordan,-4,5,1,8,1952,10,20,1956,0,4,3,1,2,3,2,0,2,3,5
,1,663,JOR,Jordan,5,1,10,21,1956,4,24,1957,6,1,3,2,3,5,3,4,6,5,8
,1,663,JOR,Jordan,-9,13,4,25,1957,11,9,1974,0,9,3,1,2,2,4,1,2,2,1
,1,663,JOR,Jordan,-10,9,11,10,1974,1,10,1984,0,10,3,1,2,1,4,1,2,1,1
,1,663,JOR,Jordan,-9,6,1,11,1984,11,8,1989,0,9,3,1,2,2,4,1,2,2,1
,1,663,JOR,Jordan,-4,3,11,9,1989,8,31,1992,1,5,3,1,2,3,3,3,2,3,6
,1,663,JOR,Jordan,-2,15,9,1,1992,7,30,2007,2,4,3,1,2,3,2,4,2,3,9
1,1,663,JOR,Jordan,-3,11,7,31,2007,99,99,9999,2,5,3,1,2,3,3,4,2,3,8
,0,740,JPN,Japan,-10,,1,1,1800,7,29,1858,0,10,3,1,1,1,4,1,1,1,1
,0,740,JPN,Japan,-88,9,7,30,1858,1,3,1868,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,740,JPN,Japan,1,78,1,4,1868,9,3,1945,5,4,3,1,2,7,3,3,2,7,6
,0,740,JPN,Japan,-66,7,9,4,1945,4,28,1952,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1,0,740,JPN,Japan,10,67,4,29,1952,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,501,KEN,Kenya,5,1,12,12,1963,11,20,1964,5,0,2,2,4,5,2,3,7,5,7
,1,501,KEN,Kenya,-1,5,11,21,1964,10,30,1969,1,2,2,0,0,4,3,2,5,4,3
,1,501,KEN,Kenya,-7,10,10,31,1969,11,7,1979,0,7,2,1,4,3,4,1,3,3,1
,1,501,KEN,Kenya,-6,3,11,8,1979,6,9,1982,0,6,2,1,4,3,4,2,3,3,2
,1,501,KEN,Kenya,-7,10,6,10,1982,12,3,1991,0,7,2,1,4,3,4,1,3,3,1
,1,501,KEN,Kenya,-5,6,12,4,1991,11,6,1997,0,5,2,1,4,3,3,2,3,3,3
,1,501,KEN,Kenya,4,5,11,7,1997,12,29,2002,5,1,2,2,4,4,3,4,7,4,8
,1,501,KEN,Kenya,8,5,12,30,2002,10,22,2007,8,0,3,3,4,6,2,4,8,6,9
,1,501,KEN,Kenya,7,0,10,23,2007,4,16,2008,7,0,3,3,4,6,2,3,8,6,7
,1,501,KEN,Kenya,7,2,4,17,2008,8,3,2010,7,0,2,2,4,7,2,3,7,7,7
,1,501,KEN,Kenya,8,3,8,4,2010,3,3,2013,8,0,2,2,4,7,2,4,7,7,9
1,1,501,KEN,Kenya,9,6,3,4,2013,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,0,730,KOR,Korea,1,,1,1,1800,8,22,1910,5,4,3,1,1,7,3,3,1,7,6
1,1,341,KOS,Kosovo,8,11,2,17,2008,99,99,9999,8,0,2,2,4,7,2,4,7,7,9
,0,690,KUW,Kuwait,-8,2,1,29,1963,1,15,1965,0,8,3,1,2,3,4,1,2,3,1
,0,690,KUW,Kuwait,-9,6,1,16,1965,1,23,1971,0,9,3,1,2,2,4,1,2,2,1
,0,690,KUW,Kuwait,-8,6,1,24,1971,8,29,1976,0,8,3,1,2,3,4,1,2,3,1
,0,690,KUW,Kuwait,-10,4,8,30,1976,2,23,1981,0,10,3,1,2,1,4,1,2,1,1
,0,690,KUW,Kuwait,-8,5,2,24,1981,7,3,1986,0,8,3,1,2,3,4,1,2,3,1
,0,690,KUW,Kuwait,-10,4,7,4,1986,6,10,1990,0,10,3,1,2,1,4,1,2,1,1
,0,690,KUW,Kuwait,-66,1,6,11,1990,4,20,1991,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,690,KUW,Kuwait,-9,1,4,21,1991,10,5,1992,0,9,3,1,2,1,4,2,2,1,2
1,0,690,KUW,Kuwait,-7,26,10,6,1992,99,99,9999,0,7,3,1,2,3,4,2,2,3,2
,0,703,KYR,Kyrgyzstan,-3,14,8,31,1991,8,13,2005,1,4,2,1,4,4,3,2,3,4,3
,0,703,KYR,Kyrgyzstan,3,1,8,14,2005,3,10,2006,3,0,2,2,4,4,1,0,7,4,4
,0,703,KYR,Kyrgyzstan,4,2,3,11,2006,12,15,2007,4,0,2,2,4,5,2,0,7,5,5
,0,703,KYR,Kyrgyzstan,3,2,12,16,2007,7,22,2009,3,0,2,2,4,4,2,0,7,4,5
,0,703,KYR,Kyrgyzstan,1,1,7,23,2009,4,15,2010,2,1,2,2,4,3,2,0,7,3,5
,0,703,KYR,Kyrgyzstan,-88,2,4,16,2010,11,30,2011,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,703,KYR,Kyrgyzstan,7,6,12,1,2011,11,23,2017,7,0,2,2,4,7,2,3,7,7,7
1,0,703,KYR,Kyrgyzstan,8,1,11,24,2017,99,99,9999,8,0,3,3,4,7,2,3,7,7,7
,1,705,KZK,Kazakhstan,-3,4,12,16,1991,3,14,1995,1,4,2,1,4,3,3,3,3,3,6
1,1,705,KZK,Kazakhstan,-6,24,3,15,1995,99,99,9999,0,6,1,0,0,1,4,2,4,1,2
,1,812,LAO,Laos,4,1,10,22,1953,5,3,1958,4,0,3,2,3,5,2,0,6,5,5
,1,812,LAO,Laos,5,2,5,4,1958,6,28,1959,6,1,3,2,3,5,3,4,6,5,8
,1,812,LAO,Laos,-4,1,6,29,1959,12,13,1960,1,5,3,1,2,3,3,3,2,3,6
,1,812,LAO,Laos,-77,13,12,14,1960,4,4,1974,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,812,LAO,Laos,-88,2,4,5,1974,12,2,1960,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,1,812,LAO,Laos,-7,43,12,3,1975,99,99,9999,0,7,2,1,4,3,4,1,3,3,1
,0,367,LAT,Latvia,7,1,2,1,1920,12,31,1920,7,0,3,3,4,7,1,0,8,7,4
,0,367,LAT,Latvia,7,7,1,1,1921,1,14,1928,7,0,3,3,4,7,2,0,8,7,5
,0,367,LAT,Latvia,7,6,1,15,1928,5,17,1934,8,1,3,3,4,7,3,3,8,7,6
,0,367,LAT,Latvia,-9,6,5,18,1934,6,17,1940,0,9,2,1,4,1,4,1,3,1,1
1,0,367,LAT,Latvia,8,27,9,6,1991,99,99,9999,8,0,2,2,4,7,2,4,7,7,9
,0,450,LBR,Liberia,4,37,7,26,1847,6,30,1884,7,3,3,3,4,7,4,2,8,7,2
,0,450,LBR,Liberia,-3,6,7,1,1884,6,30,1890,2,5,2,1,4,5,4,2,3,5,2
,0,450,LBR,Liberia,-4,19,7,1,1890,6,30,1909,1,5,2,1,4,4,4,2,3,4,2
,0,450,LBR,Liberia,-6,71,7,1,1909,4,12,1980,0,6,2,1,4,3,4,2,3,3,2
,0,450,LBR,Liberia,-7,4,4,13,1980,7,3,1984,0,7,1,0,0,1,4,1,4,1,1
,0,450,LBR,Liberia,-6,1,7,4,1984,12,31,1985,0,6,1,0,0,1,4,2,4,1,2
,0,450,LBR,Liberia,-6,5,1,1,1986,9,16,1990,0,6,2,0,0,1,4,2,5,1,2
,0,450,LBR,Liberia,-77,6,9,17,1990,8,17,1996,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,450,LBR,Liberia,-88,1,8,18,1996,8,1,1997,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,450,LBR,Liberia,0,6,8,2,1997,8,11,2003,3,3,2,2,4,2,3,3,7,2,6
,0,450,LBR,Liberia,-88,2,8,12,2003,1,15,2006,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,450,LBR,Liberia,6,12,1,16,2006,1,21,2018,7,1,2,2,4,6,3,4,7,6,8
1,0,450,LBR,Liberia,7,1,1,22,2018,99,99,9999,8,1,3,3,4,6,3,4,8,6,8
,1,660,LEB,Lebanon,1,27,11,22,1943,8,17,1970,3,2,2,2,4,3,3,3,7,3,6
,1,660,LEB,Lebanon,3,5,8,18,1970,5,25,1975,4,1,2,2,4,4,3,3,7,4,6
,1,660,LEB,Lebanon,-77,15,5,26,1975,9,21,1990,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,660,LEB,Lebanon,-66,14,9,22,1990,4,26,2005,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1,1,660,LEB,Lebanon,6,14,4,27,2005,99,99,9999,6,0,2,2,4,6,2,3,7,6,7
,1,570,LES,Lesotho,5,3,10,4,1966,1,30,1970,5,0,2,2,4,5,2,3,7,5,7
,1,570,LES,Lesotho,-5,3,1,31,1970,3,12,1973,0,5,1,0,0,1,3,2,4,1,3
,1,570,LES,Lesotho,-7,13,3,13,1973,1,19,1986,0,7,2,1,4,2,4,2,3,2,2
,1,570,LES,Lesotho,-10,4,1,20,1986,3,4,1990,0,10,3,1,2,1,4,1,2,1,1
,1,570,LES,Lesotho,-7,1,3,5,1990,5,12,1991,0,7,2,0,0,1,4,1,5,1,1
,1,570,LES,Lesotho,-4,2,5,13,1991,3,27,1993,0,4,2,0,0,2,3,2,5,2,3
,1,570,LES,Lesotho,5,5,3,28,1993,9,16,1998,5,0,2,2,4,5,2,3,7,5,7
,1,570,LES,Lesotho,-77,0,9,17,1998,12,8,1998,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,570,LES,Lesotho,6,3,12,9,1998,6,4,2002,7,1,2,2,4,6,3,4,7,6,8
,1,570,LES,Lesotho,6,10,6,5,2002,5,25,2012,8,0,3,3,4,6,2,4,8,6,9
1,1,570,LES,Lesotho,8,7,5,26,2012,99,99,9999,9,1,3,3,4,7,3,4,8,7,8
,0,620,LIB,Libya,-7,18,12,24,1951,9,1,1969,0,7,3,1,2,3,4,2,2,3,2
,0,620,LIB,Libya,-7,7,9,2,1969,12,31,1976,0,7,1,0,0,1,4,1,4,1,1
,0,620,LIB,Libya,-7,22,1,1,1977,12,31,1998,0,7,2,0,0,1,4,1,5,1,1
,0,620,LIB,Libya,-7,13,1,1,1999,7,31,2011,0,7,1,0,0,1,4,1,4,1,1
1,0,620,LIB,Libya,-77,7,8,1,2011,99,99,9999,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,368,LIT,Lithuania,4,8,11,11,1918,12,17,1926,7,3,3,3,4,7,4,2,8,7,2
,0,368,LIT,Lithuania,-88,1,12,18,1926,5,15,1928,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,368,LIT,Lithuania,-8,7,5,16,1928,11,6,1935,0,8,2,1,4,1,4,2,3,1,2
,0,368,LIT,Lithuania,-9,5,11,7,1935,8,3,1940,0,9,2,1,4,1,4,1,3,1,1
1,0,368,LIT,Lithuania,10,27,9,6,1991,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,435,MAA,Mauritania,-4,1,11,28,1960,4,2,1962,2,6,2,1,4,5,4,1,3,5,1
,0,435,MAA,Mauritania,-7,29,4,3,1962,7,12,1991,0,7,2,1,4,3,4,1,3,3,1
,0,435,MAA,Mauritania,-6,14,7,13,1991,8,3,2005,0,6,2,1,4,3,4,2,3,3,2
,0,435,MAA,Mauritania,-5,1,8,4,2005,6,27,2006,0,5,2,1,4,3,3,2,3,3,3
,0,435,MAA,Mauritania,-3,1,6,28,2006,4,18,2007,0,3,2,0,0,3,3,2,5,3,3
,0,435,MAA,Mauritania,4,1,4,19,2007,8,6,2008,4,0,2,2,4,5,2,0,7,5,5
,0,435,MAA,Mauritania,-5,1,8,7,2008,6,3,2009,0,5,1,0,0,2,4,2,4,2,2
1,0,435,MAA,Mauritania,-2,10,6,4,2009,99,99,9999,0,2,2,0,0,2,2,0,5,2,5
,0,343,MAC,Macedonia,6,11,9,17,1991,9,14,2002,6,0,2,2,4,5,2,4,7,5,9
1,0,343,MAC,Macedonia,9,16,9,15,2002,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,1,580,MAG,Madagascar,1,12,6,26,1960,4,23,1972,2,1,2,2,4,3,2,0,7,3,5
,1,580,MAG,Madagascar,-3,3,4,24,1972,2,11,1975,1,4,2,1,4,3,3,3,3,3,6
,1,580,MAG,Madagascar,-6,17,2,12,1975,11,12,1991,0,6,2,1,4,3,4,2,3,3,2
,1,580,MAG,Madagascar,-88,1,11,13,1991,11,25,1992,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,580,MAG,Madagascar,9,4,11,26,1992,4,7,1998,9,0,3,3,4,7,2,4,8,7,9
,1,580,MAG,Madagascar,7,11,4,8,1998,3,17,2009,7,0,3,3,4,5,2,4,8,5,9
,1,580,MAG,Madagascar,0,3,3,18,2009,11,20,2011,3,3,2,1,4,5,3,3,3,5,6
,1,580,MAG,Madagascar,3,2,11,21,2011,2,17,2014,4,1,2,0,0,5,3,4,5,5,8
1,1,580,MAG,Madagascar,6,5,2,18,2014,99,99,9999,6,0,2,2,4,6,2,3,7,6,7
,1,820,MAL,Malaysia,7,2,8,31,1957,8,20,1959,7,0,2,2,4,6,2,4,7,6,9
,1,820,MAL,Malaysia,7,10,8,21,1959,5,15,1969,7,0,3,3,4,5,2,4,8,5,9
,1,820,MAL,Malaysia,1,2,5,16,1969,2,19,1971,3,2,2,2,4,3,3,3,7,3,6
,1,820,MAL,Malaysia,4,26,2,20,1971,10,11,1996,5,1,2,2,4,5,3,3,7,5,6
,1,820,MAL,Malaysia,3,12,10,12,1996,3,7,2008,4,1,2,2,4,4,3,3,7,4,6
,1,820,MAL,Malaysia,6,6,3,8,2008,3,6,2014,6,0,3,3,4,5,2,3,8,5,7
,1,820,MAL,Malaysia,5,4,3,7,2014,5,9,2018,6,1,3,3,4,5,3,3,8,5,6
1,1,820,MAL,Malaysia,7,1,5,10,2018,99,99,9999,7,0,3,3,4,5,2,4,8,5,9
,0,590,MAS,Mauritius,9,14,3,12,1968,6,30,1982,9,0,3,3,4,7,2,4,8,7,9
1,0,590,MAS,Mauritius,10,36,7,1,1982,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,553,MAW,Malawi,-9,29,7,6,1964,6,14,1993,0,9,2,1,4,1,4,1,3,1,1
,1,553,MAW,Malawi,-6,1,6,15,1993,5,17,1994,0,6,2,1,4,2,3,2,3,2,3
,1,553,MAW,Malawi,6,7,5,18,1994,3,25,2001,6,0,2,2,4,5,2,4,7,5,9
,1,553,MAW,Malawi,4,2,3,26,2001,1,28,2003,5,1,2,2,4,4,3,4,7,4,8
,1,553,MAW,Malawi,5,1,1,29,2003,5,20,2004,6,1,2,2,4,5,3,4,7,5,8
,1,553,MAW,Malawi,6,1,5,21,2004,2,5,2005,7,1,2,2,4,6,3,4,7,6,8
1,1,553,MAW,Malawi,6,14,2,6,2005,99,99,9999,6,0,2,2,4,6,2,3,7,6,7
,0,70,MEX,Mexico,-1,12,5,19,1822,4,24,1834,1,2,1,0,0,3,3,3,4,3,6
,0,70,MEX,Mexico,-88,2,4,25,1834,12,15,1835,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,70,MEX,Mexico,-3,11,12,16,1835,8,18,1846,1,4,1,0,0,1,3,3,4,1,6
,0,70,MEX,Mexico,-66,1,8,19,1846,2,2,1848,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,70,MEX,Mexico,-3,15,2,3,1848,6,7,1863,1,4,1,0,0,1,3,3,4,1,6
,0,70,MEX,Mexico,-66,1,6,8,1863,4,10,1864,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,70,MEX,Mexico,-3,3,4,11,1864,5,14,1867,1,4,1,0,0,1,3,3,4,1,6
,0,70,MEX,Mexico,-5,10,5,15,1867,11,20,1876,1,6,2,1,4,1,3,3,3,1,6
,0,70,MEX,Mexico,-88,4,11,21,1876,11,30,1880,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,70,MEX,Mexico,-9,30,12,1,1880,5,25,1911,0,9,2,1,4,1,4,1,3,1,1
,0,70,MEX,Mexico,-77,6,5,26,1911,1,31,1917,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,70,MEX,Mexico,-1,3,2,1,1917,12,31,1919,1,2,1,0,0,3,3,3,4,3,6
,0,70,MEX,Mexico,-1,5,1,1,1920,6,30,1924,1,2,2,0,0,3,3,3,5,3,6
,0,70,MEX,Mexico,-3,6,7,1,1924,6,30,1930,1,4,2,1,4,3,3,3,3,3,6
,0,70,MEX,Mexico,-6,47,7,1,1930,9,1,1977,0,6,2,1,4,3,4,2,3,3,2
,0,70,MEX,Mexico,-3,11,9,2,1977,7,13,1988,1,4,2,1,4,3,3,3,3,3,6
,0,70,MEX,Mexico,0,6,7,14,1988,8,15,1994,2,2,2,1,4,4,2,3,3,4,7
,0,70,MEX,Mexico,4,3,8,16,1994,7,5,1997,4,0,2,2,4,4,2,3,7,4,7
,0,70,MEX,Mexico,6,1,7,6,1997,12,31,1998,6,0,2,2,4,5,2,4,7,5,9
,0,70,MEX,Mexico,6,2,1,1,1999,11,30,2000,6,0,2,2,4,6,2,3,7,6,7
1,0,70,MEX,Mexico,8,18,12,1,2000,99,99,9999,8,0,3,3,4,6,2,4,8,6,9
,1,359,MLD,Moldova,5,3,8,27,1991,8,26,1994,5,0,2,2,4,5,2,3,7,5,7
,1,359,MLD,Moldova,7,7,8,27,1994,4,6,2001,7,0,2,2,4,7,2,3,7,7,7
,1,359,MLD,Moldova,8,4,4,7,2001,3,5,2005,8,0,3,3,4,7,2,3,8,7,7
1,1,359,MLD,Moldova,9,14,3,6,2005,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,1,432,MLI,Mali,-7,7,9,22,1960,8,21,1967,0,7,2,1,4,3,4,1,3,3,1
,1,432,MLI,Mali,-7,1,8,22,1967,3,26,1991,0,7,1,0,0,1,4,1,4,1,1
,1,432,MLI,Mali,-88,1,3,27,1991,6,7,1992,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,432,MLI,Mali,4,5,6,8,1992,5,10,1997,4,0,2,2,4,5,2,0,7,5,5
,1,432,MLI,Mali,5,5,5,11,1997,6,7,2002,5,0,2,2,4,5,2,3,7,5,7
,1,432,MLI,Mali,5,5,6,8,2002,7,21,2007,6,1,2,2,4,5,3,4,7,5,8
,1,432,MLI,Mali,7,5,7,22,2007,4,5,2012,7,0,3,3,4,5,2,4,8,5,9
,1,432,MLI,Mali,-77,1,4,6,2012,9,3,2013,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1,1,432,MLI,Mali,5,5,9,4,2013,99,99,9999,6,1,2,2,4,5,3,4,7,5,8
1,1,348,MNT,Montenegro,9,13,6,3,2006,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,0,332,MOD,Modena,-10,45,6,8,1815,3,13,1860,0,10,3,1,1,1,4,1,1,1,1
,0,712,MON,Mongolia,-7,10,10,26,1924,6,30,1934,0,7,2,1,4,3,4,1,3,3,1
